,name1,name2,Site
160,oral gut Anaeromassilibacillus sp. Marseille-P3371 & Clostridia bacterium UC5.1-1E11,gut Anaeromassilibacillus sp. Marseille-P3371 & Clostridia bacterium UC5.1-1E11,Gut
161,oral gut Bifidobacterium adolescentis,gut Bifidobacterium adolescentis,Gut
162,oral gut Blautia sp. CAG:257,gut Blautia sp. CAG:257,Gut
163,oral gut Clostridium saccharolyticum 2,gut Clostridium saccharolyticum 2,Gut
164,oral gut Clostridium sp. CAG:273,gut Clostridium sp. CAG:273,Gut
165,oral gut Clostridium sp. KLE 1755 & Clostridiales bacterium VE202-27,gut Clostridium sp. KLE 1755 & Clostridiales bacterium VE202-27,Gut
168,oral gut Eisenbergiella tayi,gut Eisenbergiella tayi,Gut
170,oral gut Hungatella hathewayi 2,gut Hungatella hathewayi 2,Gut
171,oral gut Megasphaera elsdenii,gut Megasphaera elsdenii,Gut
173,oral gut Parabacteroides distasonis,gut Parabacteroides distasonis,Gut
174,oral gut Phascolarctobacterium succinatutens,gut Phascolarctobacterium succinatutens,Gut
175,oral gut Pseudoflavonifractor capillosus,gut Pseudoflavonifractor capillosus,Gut
177,oral gut unclassified Bilophila,gut unclassified Bilophila,Gut
178,oral gut unclassified Collinsella,gut unclassified Collinsella,Gut
179,oral gut unclassified Gordonibacter,gut unclassified Gordonibacter,Gut
182,oral oral Actinomyces gerencseriae,oral Actinomyces gerencseriae,Gut
184,oral oral Actinomyces sp. oral taxon 414,oral Actinomyces sp. oral taxon 414,Gut
185,oral oral Actinomyces sp. oral taxon 448,oral Actinomyces sp. oral taxon 448,Gut
186,oral oral Aggregatibacter segnis,oral Aggregatibacter segnis,Gut
187,oral oral Campylobacter rectus,oral Campylobacter rectus,Gut
189,oral oral Capnocytophaga gingivalis,oral Capnocytophaga gingivalis,Gut
190,oral oral Capnocytophaga leadbetteri,oral Capnocytophaga leadbetteri,Gut
192,oral oral Cardiobacterium valvarum,oral Cardiobacterium valvarum,Gut
194,oral oral Desulfovibrio sp. Dsv1,oral Desulfovibrio sp. Dsv1,Gut
195,oral oral Eggerthia catenaformis,oral Eggerthia catenaformis,Gut
196,oral oral Eikenella corrodens,oral Eikenella corrodens,Gut
198,oral oral Fusobacterium nucleatum subsp. animalis,oral Fusobacterium nucleatum subsp. animalis,Gut
200,oral oral Gemella sanguinis,oral Gemella sanguinis,Gut
202,oral oral Leptotrichia buccalis,oral Leptotrichia buccalis,Gut
204,oral oral Neisseria elongata subsp. glycolytica,oral Neisseria elongata subsp. glycolytica,Gut
207,oral oral Peptostreptococcus stomatis,oral Peptostreptococcus stomatis,Gut
208,oral oral Phocaeicola abscessus,oral Phocaeicola abscessus,Gut
209,oral oral Porphyromonas endodontalis,oral Porphyromonas endodontalis,Gut
210,oral oral Porphyromonas gingivalis,oral Porphyromonas gingivalis,Gut
212,oral oral Prevotella dentalis == [Hallella] seregens,oral Prevotella dentalis == [Hallella] seregens,Gut
213,oral oral Prevotella histicola,oral Prevotella histicola,Gut
214,oral oral Prevotella intermedia,oral Prevotella intermedia,Gut
215,oral oral Prevotella saccharolytica,oral Prevotella saccharolytica,Gut
217,oral oral Prevotella sp. oral taxon 473,oral Prevotella sp. oral taxon 473,Gut
218,oral oral SR1 bacterium human oral taxon HOT-345,oral SR1 bacterium human oral taxon HOT-345,Gut
219,oral oral Scardovia wiggsiae,oral Scardovia wiggsiae,Gut
220,oral oral Selenomonas sp. Marseille-P3560 & sp. oral taxon 149,oral Selenomonas sp. Marseille-P3560 & sp. oral taxon 149,Gut
221,oral oral Selenomonas sp. oral taxon 138,oral Selenomonas sp. oral taxon 138,Gut
222,oral oral Streptococcus australis,oral Streptococcus australis,Gut
223,oral oral Streptococcus constellatus subsp. pharyngis,oral Streptococcus constellatus subsp. pharyngis,Gut
226,oral oral Streptococcus infantis 2,oral Streptococcus infantis 2,Gut
227,oral oral Streptococcus parasanguinis,oral Streptococcus parasanguinis,Gut
231,oral oral Tannerella forsythia,oral Tannerella forsythia,Gut
233,oral oral Treponema lecithinolyticum,oral Treponema lecithinolyticum,Gut
234,oral oral Veillonella atypica,oral Veillonella atypica,Gut
236,oral oral [Eubacterium] nodatum,oral [Eubacterium] nodatum,Gut
237,oral oral [Eubacterium] saphenum,oral [Eubacterium] saphenum,Gut
240,oral oral unclassified Campylobacter,oral unclassified Campylobacter,Gut
242,oral oral unclassified Centipeda,oral unclassified Centipeda,Gut
243,oral oral unclassified Chlamydia,oral unclassified Chlamydia,Gut
245,oral oral unclassified Desulfovibrio,oral unclassified Desulfovibrio,Gut
246,oral oral unclassified Firmicutes,oral unclassified Firmicutes,Gut
247,oral oral unclassified Fusobacterium,oral unclassified Fusobacterium,Gut
248,oral oral unclassified Johnsonella,oral unclassified Johnsonella,Gut
249,oral oral unclassified Lachnospiraceae,oral unclassified Lachnospiraceae,Gut
250,oral oral unclassified Olsenella,oral unclassified Olsenella,Gut
254,oral oral unclassified Selenomonadaceae,oral unclassified Selenomonadaceae,Gut
255,oral oral unclassified Stomatobaculum,oral unclassified Stomatobaculum,Gut
257,oral oral unclassified Synergistaceae,oral unclassified Synergistaceae,Gut
258,oral gut Acidaminococcus massiliensis,gut Acidaminococcus massiliensis,Gut
260,oral gut Alistipes timonensis,gut Alistipes timonensis,Gut
262,oral gut Bifidobacterium angulatum,gut Bifidobacterium angulatum,Gut
263,oral gut Clostridium scindens 2,gut Clostridium scindens 2,Gut
264,oral gut Clostridium sp. CAG:568,gut Clostridium sp. CAG:568,Gut
267,oral gut Eubacterium sp. CAG:248,gut Eubacterium sp. CAG:248,Gut
269,oral gut Firmicutes bacterium CAG:83,gut Firmicutes bacterium CAG:83,Gut
270,oral gut Holdemanella biformis,gut Holdemanella biformis,Gut
271,oral gut Lactobacillus mucosae,gut Lactobacillus mucosae,Gut
273,oral gut Merdimonas faecis,gut Merdimonas faecis,Gut
274,oral gut Prevotella sp. CAG:1092,gut Prevotella sp. CAG:1092,Gut
276,oral gut Prevotella stercorea,gut Prevotella stercorea,Gut
278,oral gut Roseburia sp. CAG:303,gut Roseburia sp. CAG:303,Gut
279,oral gut Ruminococcus sp. 2789STDY5608817 / Eubacterium sp. 2789STDY5834872,gut Ruminococcus sp. 2789STDY5608817 / Eubacterium sp. 2789STDY5834872,Gut
281,oral gut Streptococcus australis,gut Streptococcus australis,Gut
282,oral gut Sutterella wadsworthensis 2,gut Sutterella wadsworthensis 2,Gut
283,oral gut unclassified Alistipes,gut unclassified Alistipes,Gut
284,oral gut unclassified Erysipelatoclostridium,gut unclassified Erysipelatoclostridium,Gut
285,oral gut unclassified Faecalitalea,gut unclassified Faecalitalea,Gut
287,oral gut unclassified Lachnoclostridium,gut unclassified Lachnoclostridium,Gut
288,oral gut unclassified Olsenella,gut unclassified Olsenella,Gut
290,oral oral Actinomyces dentalis,oral Actinomyces dentalis,Gut
291,oral oral Actinomyces oris 2,oral Actinomyces oris 2,Gut
292,oral oral Actinomyces oris 3,oral Actinomyces oris 3,Gut
294,oral oral Alloprevotella tannerae,oral Alloprevotella tannerae,Gut
295,oral oral Anaeroglobus geminatus,oral Anaeroglobus geminatus,Gut
296,oral oral Atopobium rimae,oral Atopobium rimae,Gut
297,oral oral Catonella morbi,oral Catonella morbi,Gut
298,oral oral Fusobacterium nucleatum subsp. vincentii,oral Fusobacterium nucleatum subsp. vincentii,Gut
299,oral oral Kytococcus sedentarius,oral Kytococcus sedentarius,Gut
300,oral oral Leptotrichia hofstadii,oral Leptotrichia hofstadii,Gut
301,oral oral Neisseria bacilliformis,oral Neisseria bacilliformis,Gut
302,oral oral Olsenella sp. oral taxon 807,oral Olsenella sp. oral taxon 807,Gut
303,oral oral Olsenella uli,oral Olsenella uli,Gut
304,oral oral Oribacterium sp. oral taxon 078,oral Oribacterium sp. oral taxon 078,Gut
305,oral oral Parvimonas micra,oral Parvimonas micra,Gut
306,oral oral Peptoniphilus lacrimalis,oral Peptoniphilus lacrimalis,Gut
307,oral oral Prevotella oris,oral Prevotella oris,Gut
308,oral oral Prevotella sp. oral taxon 317,oral Prevotella sp. oral taxon 317,Gut
309,oral oral Shuttleworthia satelles,oral Shuttleworthia satelles,Gut
310,oral oral Slackia exigua,oral Slackia exigua,Gut
313,oral oral Tannerella sp. oral taxon 808,oral Tannerella sp. oral taxon 808,Gut
314,oral oral [Eubacterium] infirmum,oral [Eubacterium] infirmum,Gut
316,oral oral unclassified Mogibacterium,oral unclassified Mogibacterium,Gut
317,oral oral unclassified Selenomonas,oral unclassified Selenomonas,Gut
318,oral oral unclassified Synergistales,oral unclassified Synergistales,Gut
319,oral gut Ruminococcus sp. UNK.MGS-30,gut Ruminococcus sp. UNK.MGS-30,Gut
320,oral gut bacterium LF-3 / Coprobacillus sp. CAG:235,gut bacterium LF-3 / Coprobacillus sp. CAG:235,Gut
321,oral oral Actinomyces georgiae,oral Actinomyces georgiae,Gut
324,oral oral Actinomyces meyeri,oral Actinomyces meyeri,Gut
325,oral oral Actinomyces radicidentis,oral Actinomyces radicidentis,Gut
327,oral oral Atopobium sp. oral taxon 199,oral Atopobium sp. oral taxon 199,Gut
330,oral oral Desulfobulbus sp. ORNL & sp. oral taxon 041,oral Desulfobulbus sp. ORNL & sp. oral taxon 041,Gut
331,oral oral Fretibacterium fastidiosum,oral Fretibacterium fastidiosum,Gut
332,oral oral Isoptericola variabilis 2,oral Isoptericola variabilis 2,Gut
333,oral oral Lactobacillus gasseri 2,oral Lactobacillus gasseri 2,Gut
334,oral oral Mogibacterium diversum,oral Mogibacterium diversum,Gut
335,oral oral Mogibacterium timidum,oral Mogibacterium timidum,Gut
338,oral oral Prevotella maculosa,oral Prevotella maculosa,Gut
339,oral oral Prevotella pleuritidis,oral Prevotella pleuritidis,Gut
341,oral oral Scardovia inopinata,oral Scardovia inopinata,Gut
343,oral oral Stomatobaculum longum,oral Stomatobaculum longum,Gut
346,oral oral Veillonella rogosae,oral Veillonella rogosae,Gut
347,oral oral unclassified Bacteroides,oral unclassified Bacteroides,Gut
349,oral oral unclassified Clostridiales,oral unclassified Clostridiales,Gut
354,oral gut Bacteroides faecis,gut Bacteroides faecis,Gut
355,oral gut Bacteroides thetaiotaomicron,gut Bacteroides thetaiotaomicron,Gut
356,oral gut Christensenellaceae bacterium Phil1 & Clostridium sp. CAG:226,gut Christensenellaceae bacterium Phil1 & Clostridium sp. CAG:226,Gut
357,oral gut Firmicutes bacterium CAG:321,gut Firmicutes bacterium CAG:321,Gut
358,oral gut Lactobacillus reuteri,gut Lactobacillus reuteri,Gut
359,oral gut Oscillibacter sp. CAG:241,gut Oscillibacter sp. CAG:241,Gut
360,oral gut Streptococcus anginosus,gut Streptococcus anginosus,Gut
361,oral gut Streptococcus parasanguinis,gut Streptococcus parasanguinis,Gut
362,oral gut Streptococcus salivarius,gut Streptococcus salivarius,Gut
363,oral gut Streptococcus vestibularis,gut Streptococcus vestibularis,Gut
364,oral gut Veillonella atypica,gut Veillonella atypica,Gut
365,oral gut Veillonella dispar,gut Veillonella dispar,Gut
366,oral gut unclassified Butyricicoccus,gut unclassified Butyricicoccus,Gut
370,oral oral Capnocytophaga haemolytica,oral Capnocytophaga haemolytica,Gut
371,oral oral Haemophilus parahaemolyticus,oral Haemophilus parahaemolyticus,Gut
373,oral oral Neisseria sp. oral taxon 020,oral Neisseria sp. oral taxon 020,Gut
374,oral oral Olsenella phocaeensis,oral Olsenella phocaeensis,Gut
375,oral oral Oribacterium sinus,oral Oribacterium sinus,Gut
380,oral oral Rothia mucilaginosa 2,oral Rothia mucilaginosa 2,Gut
383,oral oral unclassified Atopobiaceae,oral unclassified Atopobiaceae,Gut
384,oral gut Actinomyces oris,gut Actinomyces oris,Gut
387,oral gut Klebsiella pneumoniae,gut Klebsiella pneumoniae,Gut
388,oral gut Lactobacillus gasseri 2,gut Lactobacillus gasseri 2,Gut
390,oral gut Ruminococcus gnavus,gut Ruminococcus gnavus,Gut
395,oral oral Actinomyces graevenitzii,oral Actinomyces graevenitzii,Gut
396,oral oral Actinomyces sp. oral taxon 181,oral Actinomyces sp. oral taxon 181,Gut
398,oral oral Alloscardovia omnicolens,oral Alloscardovia omnicolens,Gut
400,oral oral Atopobium parvulum 2,oral Atopobium parvulum 2,Gut
405,oral oral Lactobacillus rhamnosus,oral Lactobacillus rhamnosus,Gut
406,oral oral Megasphaera micronuciformis,oral Megasphaera micronuciformis,Gut
411,oral oral Prevotella multiformis,oral Prevotella multiformis,Gut
413,oral oral Prevotella salivae,oral Prevotella salivae,Gut
414,oral oral Prevotella sp. oral taxon 306,oral Prevotella sp. oral taxon 306,Gut
417,oral oral Trueperella pyogenes,oral Trueperella pyogenes,Gut
421,oral oral unclassified Atopobium,oral unclassified Atopobium,Gut
424,oral gut Alistipes ihumii,gut Alistipes ihumii,Gut
425,oral gut Alistipes putredinis,gut Alistipes putredinis,Gut
427,oral gut Clostridium spiroforme,gut Clostridium spiroforme,Gut
428,oral gut Dialister invisus,gut Dialister invisus,Gut
429,oral gut Dorea longicatena 2,gut Dorea longicatena 2,Gut
431,oral gut Faecalitalea sp. UBA637,gut Faecalitalea sp. UBA637,Gut
434,oral oral Actinomyces israelii,oral Actinomyces israelii,Gut
438,oral oral Atopobium parvulum,oral Atopobium parvulum,Gut
440,oral oral Bacteroidetes oral taxon 274,oral Bacteroidetes oral taxon 274,Gut
441,oral oral Campylobacter concisus 2,oral Campylobacter concisus 2,Gut
442,oral oral Carnobacterium maltaromaticum,oral Carnobacterium maltaromaticum,Gut
446,oral oral Lactobacillus casei == paracasei,oral Lactobacillus casei == paracasei,Gut
447,oral oral Lactobacillus crispatus,oral Lactobacillus crispatus,Gut
448,oral oral Lactobacillus fermentum,oral Lactobacillus fermentum,Gut
449,oral oral Lactobacillus gasseri 1,oral Lactobacillus gasseri 1,Gut
450,oral oral Lactobacillus plantarum,oral Lactobacillus plantarum,Gut
456,oral oral Prevotella denticola,oral Prevotella denticola,Gut
457,oral oral Prevotella melaninogenica,oral Prevotella melaninogenica,Gut
459,oral oral Propionibacterium acidifaciens,oral Propionibacterium acidifaciens,Gut
460,oral oral Rothia sp. HMSC069C03 & sp. HMSC061E04,oral Rothia sp. HMSC069C03 & sp. HMSC061E04,Gut
461,oral oral Selenomonas noxia,oral Selenomonas noxia,Gut
462,oral oral Selenomonas sp. oral taxon 126,oral Selenomonas sp. oral taxon 126,Gut
465,oral oral Streptococcus salivarius 2,oral Streptococcus salivarius 2,Gut
467,oral oral Treponema maltophilum,oral Treponema maltophilum,Gut
468,oral oral Treponema socranskii subsp. socranskii ,oral Treponema socranskii subsp. socranskii ,Gut
469,oral oral [Eubacterium] sulci,oral [Eubacterium] sulci,Gut
471,oral oral unclassified Caviibacter,oral unclassified Caviibacter,Gut
476,oral oral unclassified Treponema,oral unclassified Treponema,Gut
477,oral gut Bacteroides coprophilus,gut Bacteroides coprophilus,Gut
478,oral gut Bacteroides dorei,gut Bacteroides dorei,Gut
479,oral gut Bacteroides sp. CAG:770,gut Bacteroides sp. CAG:770,Gut
480,oral gut Blautia sp. 2789STDY5608796 & sp. 2789STDY5608848,gut Blautia sp. 2789STDY5608796 & sp. 2789STDY5608848,Gut
481,oral gut Butyricimonas virosa,gut Butyricimonas virosa,Gut
482,oral gut Clostridiales bacterium UBA643,gut Clostridiales bacterium UBA643,Gut
483,oral gut Clostridium sp. CAG:217,gut Clostridium sp. CAG:217,Gut
484,oral gut Eggerthella sp. CAG:368,gut Eggerthella sp. CAG:368,Gut
485,oral gut Faecalibacterium prausnitzii 4 (cf. KLE1255),gut Faecalibacterium prausnitzii 4 (cf. KLE1255),Gut
486,oral gut Firmicutes bacterium CAG:102,gut Firmicutes bacterium CAG:102,Gut
488,oral gut Lactobacillus crispatus,gut Lactobacillus crispatus,Gut
489,oral gut Lactobacillus ruminis,gut Lactobacillus ruminis,Gut
490,oral gut Lactobacillus salivarius,gut Lactobacillus salivarius,Gut
491,oral gut Prevotella sp. P4-51 & PA-67 & P5-64 & P5-108 & CAG:474,gut Prevotella sp. P4-51 & PA-67 & P5-64 & P5-108 & CAG:474,Gut
511,oral oral Porphyromonas sp. oral taxon 279,oral Porphyromonas sp. oral taxon 279,Gut
521,oral oral unclassified Rodentibacter,oral unclassified Rodentibacter,Gut
530,oral gut Faecalibacterium prausnitzii 2,gut Faecalibacterium prausnitzii 2,Gut
532,oral gut Holdemania filiformis,gut Holdemania filiformis,Gut
535,oral gut Streptococcus gordonii,gut Streptococcus gordonii,Gut
536,oral gut Streptococcus mutans,gut Streptococcus mutans,Gut
543,oral oral Actinomyces sp. S6-Spd3,oral Actinomyces sp. S6-Spd3,Gut
545,oral oral Alloprevotella rava,oral Alloprevotella rava,Gut
553,oral oral Haemophilus sputorum,oral Haemophilus sputorum,Gut
564,oral oral Selenomonas sp. F0473,oral Selenomonas sp. F0473,Gut
566,oral oral Streptococcus peroris,oral Streptococcus peroris,Gut
568,oral oral Xylanimonas cellulosilytica,oral Xylanimonas cellulosilytica,Gut
575,oral oral unclassified Porphyromonas,oral unclassified Porphyromonas,Gut
581,oral gut Butyricicoccus sp. 2789STDY5834927 / Clostridia bacterium UC5.1-1D1,gut Butyricicoccus sp. 2789STDY5834927 / Clostridia bacterium UC5.1-1D1,Gut
583,oral gut Clostridium phoceensis,gut Clostridium phoceensis,Gut
585,oral gut Phocea massiliensis,gut Phocea massiliensis,Gut
586,oral oral Actinomyces massiliensis,oral Actinomyces massiliensis,Gut
589,oral oral Actinomyces sp. S2_006_000_R1_54,oral Actinomyces sp. S2_006_000_R1_54,Gut
598,oral oral Lactobacillus oris,oral Lactobacillus oris,Gut
600,oral oral Lactobacillus salivarius,oral Lactobacillus salivarius,Gut
605,oral oral Prevotella buccae,oral Prevotella buccae,Gut
608,oral oral Pseudoramibacter alactolyticus,oral Pseudoramibacter alactolyticus,Gut
617,oral oral unclassified Actinomycetaceae,oral unclassified Actinomycetaceae,Gut
623,oral gut Alistipes shahii,gut Alistipes shahii,Gut
624,oral gut Alistipes sp. CAG:435,gut Alistipes sp. CAG:435,Gut
625,oral gut Allisonella histaminiformans,gut Allisonella histaminiformans,Gut
627,oral gut Bifidobacterium animalis,gut Bifidobacterium animalis,Gut
629,oral gut Bilophila wadsworthia,gut Bilophila wadsworthia,Gut
630,oral gut Clostridium sp. CAG:127,gut Clostridium sp. CAG:127,Gut
631,oral gut Clostridium sp. CAG:169,gut Clostridium sp. CAG:169,Gut
633,oral gut Cryptobacterium sp. CAG:338,gut Cryptobacterium sp. CAG:338,Gut
635,oral gut Faecalibacterium prausnitzii 6,gut Faecalibacterium prausnitzii 6,Gut
636,oral gut Firmicutes bacterium CAG:194,gut Firmicutes bacterium CAG:194,Gut
637,oral gut Firmicutes bacterium CAG:212 / Clostridium sp. 2789STDY5834871,gut Firmicutes bacterium CAG:212 / Clostridium sp. 2789STDY5834871,Gut
638,oral gut Flavonifractor plautii,gut Flavonifractor plautii,Gut
639,oral gut Oscillibacter sp. 57_20,gut Oscillibacter sp. 57_20,Gut
641,oral gut Prevotella copri 1,gut Prevotella copri 1,Gut
642,oral gut Ruminococcus callidus,gut Ruminococcus callidus,Gut
648,oral gut unclassified Bacteroidales,gut unclassified Bacteroidales,Gut
650,oral gut unclassified Eggerthella,gut unclassified Eggerthella,Gut
658,oral oral Aggregatibacter aphrophilus,oral Aggregatibacter aphrophilus,Gut
670,oral oral Parascardovia denticolens,oral Parascardovia denticolens,Gut
681,oral oral Treponema denticola,oral Treponema denticola,Gut
694,oral gut Catenibacterium sp. CAG:290,gut Catenibacterium sp. CAG:290,Gut
696,oral gut Clostridium sp. CAG:167,gut Clostridium sp. CAG:167,Gut
697,oral gut Clostridium sp. CAG:253,gut Clostridium sp. CAG:253,Gut
698,oral gut Dorea formicigenerans,gut Dorea formicigenerans,Gut
700,oral gut Eubacterium sp. 36_13 & CAG:86,gut Eubacterium sp. 36_13 & CAG:86,Gut
701,oral gut Eubacterium sp. CAG:161,gut Eubacterium sp. CAG:161,Gut
702,oral gut Eubacterium sp. CAG:251 / Clostridium sp. A254.MGS-251,gut Eubacterium sp. CAG:251 / Clostridium sp. A254.MGS-251,Gut
704,oral gut Firmicutes bacterium CAG:129,gut Firmicutes bacterium CAG:129,Gut
705,oral gut Gemmiger formicilis,gut Gemmiger formicilis,Gut
707,oral gut Lactobacillus gasseri 1,gut Lactobacillus gasseri 1,Gut
708,oral gut Lactobacillus rogosae,gut Lactobacillus rogosae,Gut
710,oral gut Lactobacillus vaginalis,gut Lactobacillus vaginalis,Gut
711,oral gut Oscillibacter sp. ER4 / Firmicutes bacterium CAG:129_59_24,gut Oscillibacter sp. ER4 / Firmicutes bacterium CAG:129_59_24,Gut
712,oral gut Paraprevotella clara,gut Paraprevotella clara,Gut
714,oral gut Roseburia faecis,gut Roseburia faecis,Gut
715,oral gut Roseburia intestinalis,gut Roseburia intestinalis,Gut
716,oral gut Roseburia sp. CAG:380,gut Roseburia sp. CAG:380,Gut
717,oral gut Ruminococcus faecis,gut Ruminococcus faecis,Gut
718,oral gut Ruminococcus sp. CAG:17 & Blautia sp. 2789STDY5608880,gut Ruminococcus sp. CAG:17 & Blautia sp. 2789STDY5608880,Gut
719,oral gut Slackia piriformis,gut Slackia piriformis,Gut
727,oral oral Bradyrhizobium elkanii,oral Bradyrhizobium elkanii,Gut
730,oral oral Centipeda periodontii,oral Centipeda periodontii,Gut
733,oral oral Fusobacterium periodonticum,oral Fusobacterium periodonticum,Gut
741,oral oral Leptotrichia sp. oral taxon 215,oral Leptotrichia sp. oral taxon 215,Gut
745,oral oral Olsenella profusa,oral Olsenella profusa,Gut
749,oral oral Porphyromonas catoniae,oral Porphyromonas catoniae,Gut
752,oral oral Prevotella nanceiensis,oral Prevotella nanceiensis,Gut
759,oral oral Streptococcus infantis 3,oral Streptococcus infantis 3,Gut
762,oral oral Treponema medium,oral Treponema medium,Gut
764,oral oral Treponema vincentii,oral Treponema vincentii,Gut
775,oral gut Butyricicoccus sp. N15.MGS-46 & N54.MGS-46 & K4410.MGS-46,gut Butyricicoccus sp. N15.MGS-46 & N54.MGS-46 & K4410.MGS-46,Gut
776,oral gut Butyricimonas synergistica 2,gut Butyricimonas synergistica 2,Gut
777,oral gut Clostridium bolteae,gut Clostridium bolteae,Gut
779,oral gut Clostridium sp. CAG:7,gut Clostridium sp. CAG:7,Gut
780,oral gut Clostridium sp. CAG:91 & sp. 2789STDY5834873,gut Clostridium sp. CAG:91 & sp. 2789STDY5834873,Gut
781,oral gut Coprococcus catus,gut Coprococcus catus,Gut
782,oral gut Dorea longicatena 1,gut Dorea longicatena 1,Gut
785,oral gut Eubacterium ramulus,gut Eubacterium ramulus,Gut
786,oral gut Faecalitalea cylindroides,gut Faecalitalea cylindroides,Gut
788,oral gut Haemophilus parainfluenzae,gut Haemophilus parainfluenzae,Gut
791,oral gut Lachnospira sp. 2789STDY5834967 / Clostridiales bacterium KLE1615 & 41_12_two_minus,gut Lachnospira sp. 2789STDY5834967 / Clostridiales bacterium KLE1615 & 41_12_two_minus,Gut
792,oral gut Lactobacillus acidophilus,gut Lactobacillus acidophilus,Gut
797,oral gut Ruminococcus sp. JC304,gut Ruminococcus sp. JC304,Gut
798,oral gut Sellimonas intestinalis == Drancourtella massiliensis,gut Sellimonas intestinalis == Drancourtella massiliensis,Gut
799,oral gut Senegalimassilia anaerobia,gut Senegalimassilia anaerobia,Gut
803,oral gut butyrate-producing bacterium SS3/4 - Clostridium sp. CAG:81,gut butyrate-producing bacterium SS3/4 - Clostridium sp. CAG:81,Gut
804,oral gut unclassified Blautia,gut unclassified Blautia,Gut
808,oral gut unclassified Ruminococcaceae,gut unclassified Ruminococcaceae,Gut
809,oral oral Actinomyces odontolyticus 2,oral Actinomyces odontolyticus 2,Gut
810,oral oral Actinomyces sp. oral taxon 172 & sp. ICM58,oral Actinomyces sp. oral taxon 172 & sp. ICM58,Gut
814,oral oral Haemophilus parainfluenzae,oral Haemophilus parainfluenzae,Gut
830,oral gut Dorea sp. CAG:105,gut Dorea sp. CAG:105,Gut
836,oral gut Prevotella sp. CAG:732,gut Prevotella sp. CAG:732,Gut
837,oral gut Prevotellamassilia timonensis,gut Prevotellamassilia timonensis,Gut
838,oral gut Roseburia sp. CAG:471,gut Roseburia sp. CAG:471,Gut
839,oral gut Turicibacter sanguinis 2,gut Turicibacter sanguinis 2,Gut
840,oral oral Actinomyces oris,oral Actinomyces oris,Gut
842,oral oral Bifidobacterium dentium,oral Bifidobacterium dentium,Gut
844,oral oral Capnocytophaga sp. oral taxon 326 & sp. ChDC OS43,oral Capnocytophaga sp. oral taxon 326 & sp. ChDC OS43,Gut
846,oral oral Rothia dentocariosa,oral Rothia dentocariosa,Gut
847,oral oral Selenomonas artemidis,oral Selenomonas artemidis,Gut
849,oral oral Veillonella parvula,oral Veillonella parvula,Gut
851,oral gut Anaerotruncus colihominis,gut Anaerotruncus colihominis,Gut
853,oral gut Clostridium innocuum,gut Clostridium innocuum,Gut
865,oral oral Cryptobacterium curtum,oral Cryptobacterium curtum,Gut
867,oral oral Dialister invisus,oral Dialister invisus,Gut
875,oral oral Mitsuokella sp. oral taxon 131,oral Mitsuokella sp. oral taxon 131,Gut
894,oral oral Streptococcus mutans,oral Streptococcus mutans,Gut
905,oral gut Blautia sp. CAG:52 & sp. 2789STDY5834917,gut Blautia sp. CAG:52 & sp. 2789STDY5834917,Gut
908,oral gut Faecalibacterium prausnitzii 3 ( L2-6),gut Faecalibacterium prausnitzii 3 ( L2-6),Gut
909,oral gut Firmicutes bacterium CAG:227,gut Firmicutes bacterium CAG:227,Gut
910,oral gut Fusicatenibacter saccharivorans,gut Fusicatenibacter saccharivorans,Gut
914,oral gut Parasutterella excrementihominis,gut Parasutterella excrementihominis,Gut
925,oral oral Bifidobacterium longum,oral Bifidobacterium longum,Gut
926,oral oral Corynebacterium matruchotii,oral Corynebacterium matruchotii,Gut
939,oral oral unclassified Isoptericola,oral unclassified Isoptericola,Gut
942,oral oral unclassified Tannerella,oral unclassified Tannerella,Gut
945,oral gut Sutterella wadsworthensis 1,gut Sutterella wadsworthensis 1,Gut
950,oral oral Bacteroides heparinolyticus,oral Bacteroides heparinolyticus,Gut
951,oral oral Candidatus Gracilibacteria bacterium GN02-872,oral Candidatus Gracilibacteria bacterium GN02-872,Gut
956,oral oral Lachnoanaerobaculum sp. ICM7,oral Lachnoanaerobaculum sp. ICM7,Gut
957,oral oral Lachnoanaerobaculum umeaense,oral Lachnoanaerobaculum umeaense,Gut
958,oral oral Lachnospiraceae bacterium oral taxon 500,oral Lachnospiraceae bacterium oral taxon 500,Gut
960,oral oral Leptotrichia goodfellowii,oral Leptotrichia goodfellowii,Gut
961,oral oral Leptotrichia sp. oral taxon 212,oral Leptotrichia sp. oral taxon 212,Gut
982,oral gut Akkermansia sp. CAG:344,gut Akkermansia sp. CAG:344,Gut
989,oral gut Bacteroides sp. An19 & An51A & An269 & An279 & CAG:702,gut Bacteroides sp. An19 & An51A & An269 & An279 & CAG:702,Gut
990,oral gut Bacteroides sp. Marseille-P3166 & CAG:598,gut Bacteroides sp. Marseille-P3166 & CAG:598,Gut
992,oral gut Blautia hydrogenotrophica,gut Blautia hydrogenotrophica,Gut
993,oral gut Blautia obeum,gut Blautia obeum,Gut
998,oral gut Clostridium sp. CAG:58,gut Clostridium sp. CAG:58,Gut
999,oral gut Clostridium sp. CAG:628,gut Clostridium sp. CAG:628,Gut
1002,oral gut Desulfovibrio sp. An276,gut Desulfovibrio sp. An276,Gut
1003,oral gut Eggerthella sp. CAG:298,gut Eggerthella sp. CAG:298,Gut
1007,oral gut Faecalibacterium prausnitzii 7,gut Faecalibacterium prausnitzii 7,Gut
