	Healthy	Healthy	Healthy	Healthy	Healthy	Healthy	Healthy	Disease	Disease	Disease	Disease	Disease	Disease	Disease	Disease	Disease	Disease	Disease	Disease	Disease	Disease	Disease	Disease	Disease
k_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Lachnospiraceae|g_Lachnoanaerobaculum|s_Lachnoanaerobaculum_saburreum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Lachnospiraceae|g_Lachnoclostridium|s_Clostridium_asparagiforme_==_lavalense	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.05632962657883e-08	0.0	9.53466822261273e-08	0.0	1.01731697156329e-06	6.58048730608151e-08	0.0	0.0
k_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Lachnospiraceae|g_Lachnoclostridium|s_Clostridium_bolteae	0.0	0.0	0.0	0.0	3.43346185913778e-08	0.0	0.0	3.21939110505605e-06	0.0	0.0	3.54234693472353e-07	1.44613756751228e-07	0.0	0.0	0.0	0.0	1.16904975651324e-07	0.0	6.37528100244093e-07	0.0	3.35214868507347e-06	1.74991242551145e-07	0.0	0.0
k_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Lachnospiraceae|g_Lachnoclostridium|s_Clostridium_citroniae	0.0	0.0	0.0	0.0	0.0	0.0	5.91638597734813e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.33517331622939e-07	0.0	0.0	0.0	0.0	0.0
k_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Lachnospiraceae|g_Lachnoclostridium|s_Clostridium_clostridioforme_1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.42251964558919e-08	1.62991445616142e-07	0.0	0.0	0.0	0.0	3.51099310842441e-07	1.43766474661981e-06	1.65082174665472e-06	0.0	0.0	1.3673333592015e-05	0.0	0.0	0.0
k_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Lachnospiraceae|g_Lachnoclostridium|s_Clostridium_clostridioforme_2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Lachnospiraceae|g_Lachnoclostridium|s_Clostridium_glycyrrhizinilyticum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.43627487113477e-08	0.0	0.0	0.0	0.0	2.08979260572116e-07	0.0	0.0	2.98779111137061e-06	0.0	0.0	0.0	0.0	0.0	4.26433970854791e-08	0.0
k_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Lachnospiraceae|g_Lachnoclostridium|s_Clostridium_hylemonae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.45823499532499e-08	0.0	0.0
k_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Lachnospiraceae|g_Lachnoclostridium|s_Clostridium_saccharolyticum_2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.39895764336e-08	0.0	0.0	0.0	3.86421076260842e-08	0.0
k_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Lachnospiraceae|g_Lachnoclostridium|s_Clostridium_scindens_1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.43124193444245e-06	0.0	0.0	0.0	4.09982889243059e-07	0.0	0.0	0.0
k_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Lachnospiraceae|g_Lachnoclostridium|s_Clostridium_scindens_2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.69327930484568e-08	0.0	2.26659043437396e-07
k_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Lachnospiraceae|g_Lachnoclostridium|s_Clostridium_symbiosum	0.0	0.0	0.0	4.22697341382479e-08	0.0	0.0	0.0	7.63754858612632e-08	0.0	2.15987193775658e-07	2.29380498539356e-07	4.7174652750695e-07	0.0	0.0	5.79050673239866e-08	0.0	4.90425475193884e-07	7.3638310352096e-08	5.23367031680001e-08	0.0	6.74881602075404e-07	6.20447288553275e-08	0.0	1.05155738090736e-07
k_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Lachnospiraceae|g_Lachnoclostridium|s_Lachnoclostridium_sp._An118	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.95396865736591e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Lachnospiraceae|g_Lachnospira|s_Lachnospira_sp._2789STDY5834967_/_Clostridiales_bacterium_KLE1615_&_41_12_two_minus	8.85713001449577e-06	2.38304915448164e-06	3.47000723487028e-07	3.21692948785709e-07	3.91813119623495e-07	1.84710829241663e-06	1.88505326294747e-06	0.0	1.51357431085139e-06	0.0	0.0	0.0	7.14886338673561e-07	1.82063829027667e-06	1.39896341047261e-06	0.0	1.0825809697297e-06	0.0	0.0	1.50462495622656e-06	0.0	1.38763790428148e-08	4.61011378927967e-08	7.20861519349871e-07
k_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Lachnospiraceae|g_Merdimonas|s_Merdimonas_faecis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.82216340619865e-06	2.94396468518779e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.56494487039621e-08	2.08079492987249e-07	4.08548607398378e-07
k_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Lachnospiraceae|g_Roseburia|s_Roseburia_faecis	7.08366300690097e-06	6.6840759198553e-06	2.60013860374357e-05	9.964043771432e-06	4.92241684139372e-06	3.49310964256982e-08	4.04634280865873e-06	0.0	5.55486479460365e-06	0.0	8.83313670227726e-08	9.26284608107806e-07	7.045541245125e-06	4.36259889776492e-07	3.13762933867925e-07	0.0	3.14346586179491e-08	0.0	0.0	9.11362160052546e-06	1.06995790342213e-05	3.43271036404134e-07	4.04375117573812e-07	5.68444285228708e-07
k_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Lachnospiraceae|g_Roseburia|s_Roseburia_hominis	3.88865424615374e-06	7.6868951457574e-07	6.08239907058486e-07	5.39682142796435e-07	3.75859448160584e-07	5.84753523096606e-06	3.98208777798556e-06	0.0	0.0	1.50561192308315e-06	0.0	0.0	5.00328183120399e-08	3.38891491693992e-06	0.0	0.0	0.0	0.0	0.0	2.45345959572183e-06	0.0	2.72055123218354e-07	2.57417465137666e-07	3.41924047784654e-07
k_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Lachnospiraceae|g_Roseburia|s_Roseburia_intestinalis	1.50231846918655e-06	0.0	5.4659824950256e-07	1.45834310666441e-07	1.19154214935933e-07	0.0	9.43151854325807e-07	0.0	1.36184840049454e-05	0.0	2.83308552412407e-07	0.0	9.32009765625876e-07	0.0	0.0	0.0	0.0	0.0	0.0	4.40788554433871e-06	0.0	0.0	0.0	6.24955371848433e-07
k_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Lachnospiraceae|g_Roseburia|s_Roseburia_inulinivorans	7.00978126928402e-07	1.57943520362792e-07	2.67204928713931e-07	1.45962712062768e-06	6.38803372086519e-07	8.64488331992796e-07	8.58045921661297e-07	0.0	0.0	0.0	9.64847618542559e-06	0.0	9.50340488407028e-07	2.12187655014227e-06	5.45353925449777e-08	0.0	0.0	0.0	3.32248678670076e-06	3.56931883922938e-06	0.0	1.4901459124644e-07	4.6782875886262e-08	2.42251916813342e-06
k_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Lachnospiraceae|g_Roseburia|s_Roseburia_sp._CAG:100	1.25700860225284e-06	0.0	5.21907317030326e-08	2.18594605734514e-07	3.44111237564211e-08	0.0	0.0	0.0	4.26865354983e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.89651375189774e-08	0.0	0.0	2.41668055815467e-07	0.0	0.0	0.0	0.0
k_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Lachnospiraceae|g_Roseburia|s_Roseburia_sp._CAG:182	1.23281541567865e-06	1.78849191645524e-07	0.0	9.17826336835009e-07	7.57541842437338e-07	1.2548609089467e-06	4.94777262564232e-07	0.0	0.0	0.0	0.0	0.0	0.0	2.38518436159838e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Lachnospiraceae|g_Roseburia|s_Roseburia_sp._CAG:197	4.53086270888362e-07	0.0	7.84815007779492e-07	0.0	0.0	0.0	1.85869565676373e-07	0.0	3.87558394076875e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.88548505409042e-07	0.0	0.0	0.0	0.0
k_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Lachnospiraceae|g_Roseburia|s_Roseburia_sp._CAG:303	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.12034248128665e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Lachnospiraceae|g_Roseburia|s_Roseburia_sp._CAG:380	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.95032101954486e-07	0.0	0.0	0.0	0.0
k_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Lachnospiraceae|g_Roseburia|s_Roseburia_sp._CAG:45_&_sp._2789STDY5608886	0.0	1.07071396442937e-06	1.43463517355452e-07	8.22157161999292e-07	2.0440289111965e-06	5.37046909514718e-06	0.0	0.0	8.01310185822773e-08	0.0	0.0	0.0	1.46491773328402e-07	9.44435391804115e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.58253204518602e-08
k_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Lachnospiraceae|g_Roseburia|s_Roseburia_sp._CAG:471	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.30168887582238e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Lachnospiraceae|g_Sellimonas|s_Sellimonas_intestinalis_==_Drancourtella_massiliensis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.03601760095103e-07	0.0	1.05218307574198e-07	0.0	0.0	0.0	0.0	6.31635204791406e-07	0.0	0.0	0.0	3.9778499819779e-06	2.36231902593173e-06	0.0	0.0
k_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Lachnospiraceae|g_Tyzzerella|s_Tyzzerella_nexilis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.30603874547159e-06	0.0	0.0	0.0	2.16366578906233e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.18101696442216e-06	0.0	0.0	0.0
k_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Oscillospiraceae|g_Oscillibacter|s_Oscillibacter_sp._57_20	1.70695519400833e-06	2.70663053752975e-07	1.84020868305217e-07	2.8349538934899e-06	3.42026184902795e-06	1.49765651200274e-06	4.27819139335017e-07	0.0	8.349095789136e-07	0.0	0.0	0.0	1.17447395176139e-07	0.0	0.0	0.0	0.0	0.0	0.0	2.02873447750233e-06	0.0	2.90767706711558e-06	2.04802940463393e-07	0.0
k_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Oscillospiraceae|g_Oscillibacter|s_Oscillibacter_sp._CAG:155	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Oscillospiraceae|g_Oscillibacter|s_Oscillibacter_sp._CAG:241	0.0	0.0	4.88550419429435e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.48145241638896e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Oscillospiraceae|g_Oscillibacter|s_Oscillibacter_sp._ER4_/_Firmicutes_bacterium_CAG:129_59_24	4.21243289833065e-06	7.35168094288231e-07	2.47842383219108e-06	0.0	0.0	3.35246015067829e-06	0.0	0.0	5.37012589452145e-07	0.0	0.0	0.0	1.83947202438281e-06	2.73608663773897e-06	0.0	0.0	0.0	0.0	0.0	1.25774757851115e-05	0.0	2.76039613181405e-06	0.0	0.0
k_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Oscillospiraceae|g_Oscillibacter|s_Oscillibacter_sp._KLE_1728_&_KLE_1745_/_Oscillospiraceae_VE202-24	7.95570884532203e-08	5.8469001329026e-07	3.66378034087338e-07	1.27148947164598e-06	6.39363101270356e-07	4.78182214749518e-07	1.21908818405831e-06	0.0	2.29014884225948e-07	2.0034110061725e-07	5.75910024340992e-07	0.0	2.66754417482156e-08	9.17203262007708e-07	2.12456564541722e-07	0.0	8.12561053370138e-07	0.0	3.035304506473e-06	6.92030644988021e-08	0.0	2.7889307560253e-08	2.20073208558276e-07	2.05185034576534e-06
k_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Peptostreptococcaceae|g_Intestinibacter|s_Intestinibacter_bartlettii	0.0	1.10829569468697e-07	2.3737612422438e-07	0.0	4.26467023561184e-08	0.0	7.8832385789715e-07	6.28957494894709e-06	0.0	1.809892819085e-07	1.80928739946138e-07	3.2819138081564e-08	9.40417221935727e-08	6.17864303177131e-08	3.64628964315216e-07	7.63015539807792e-07	1.18330105692264e-06	5.83008743787781e-07	4.12586356280224e-08	2.65442619211295e-07	3.75795531214488e-07	6.10214621909064e-07	0.0	0.0
k_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Peptostreptococcaceae|g_Peptostreptococcus|s_Peptostreptococcus_stomatis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.64649426632826e-08	0.0	0.0
k_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Peptostreptococcaceae|g_Romboutsia|s_Romboutsia_timonensis	7.59850441865972e-08	2.06402747904269e-07	4.54972937477069e-07	5.95450500475322e-07	1.18548524868153e-06	1.87048583926058e-07	3.05844514636745e-07	0.0	0.0	4.28969406645598e-07	0.0	0.0	0.0	7.54871956827339e-07	0.0	0.0	0.0	0.0	8.40123810330772e-07	3.35766099873323e-07	0.0	0.0	6.12020004262279e-07	0.0
k_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Ruminococcaceae|g_Anaerofilum|s_Anaerofilum_sp._An201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Ruminococcaceae|g_Anaeromassilibacillus|s_Anaeromassilibacillus_sp._An172	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.90657022313276e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Ruminococcaceae|g_Anaeromassilibacillus|s_Anaeromassilibacillus_sp._An250	0.0	0.0	0.0	0.0	0.0	4.39641902763925e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.97210472865005e-08	0.0	0.0	0.0	0.0	9.71383983223854e-08	1.446273729086e-07	0.0
k_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Ruminococcaceae|g_Anaeromassilibacillus|s_Anaeromassilibacillus_sp._Marseille-P3371_&_Clostridia_bacterium_UC5.1-1E11	0.0	0.0	0.0	2.49837687177495e-07	9.02978111584644e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Ruminococcaceae|g_Anaerotruncus|s_Anaerotruncus_colihominis	0.0	0.0	0.0	4.21626898337825e-08	6.30390564502757e-08	0.0	0.0	9.42766857926925e-07	0.0	1.89376950074876e-07	3.81761827076021e-08	0.0	0.0	1.54480631633085e-07	0.0	0.0	5.15450474819018e-08	0.0	0.0	0.0	0.0	0.0	0.0	5.14587333544874e-08
k_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Ruminococcaceae|g_Anaerotruncus|s_Anaerotruncus_sp._CAG:528	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Ruminococcaceae|g_Drancourtella|s_Drancourtella_sp._An12_&_An57	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.97477827601098e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.80802144705359e-06	0.0	0.0	0.0	0.0	0.0	0.0
k_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Ruminococcaceae|g_Faecalibacterium|s_Faecalibacterium_prausnitzii_1_(A2-165)	2.71809745102194e-06	7.25806889610534e-06	4.2605945735403e-06	3.36973049027831e-06	2.5533393467565e-06	6.01635352590037e-06	5.47897771374954e-06	0.0	1.30610096693918e-06	0.0	0.0	3.29663049728886e-06	6.96348087739005e-06	1.10654350011179e-05	0.0	0.0	0.0	0.0	0.0	3.50312194843883e-06	0.0	8.95614109122657e-07	4.81452460115421e-07	2.68279184709409e-05
k_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Ruminococcaceae|g_Faecalibacterium|s_Faecalibacterium_prausnitzii_2	1.52567823707771e-07	2.41253327305051e-07	4.0750470778232e-06	0.0	0.0	1.97179405100211e-07	1.27153246504709e-05	0.0	3.00944485758784e-07	0.0	0.0	1.12389241479239e-05	4.18375114235987e-06	3.71393971608575e-06	5.45736524385554e-06	0.0	0.0	0.0	0.0	9.14690943402845e-06	0.0	0.0	2.74847626936064e-06	6.57364737071245e-06
k_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Ruminococcaceae|g_Faecalibacterium|s_Faecalibacterium_prausnitzii_3_(_L2-6)	1.16836816408323e-05	6.44961826430005e-06	4.47587766333234e-06	8.61365846409535e-06	3.91279584770391e-06	9.88444923544939e-06	2.08743783270655e-05	1.31075321402403e-06	1.94040853801372e-06	0.0	1.53124923593231e-05	0.0	1.7234273934772e-06	2.18837948087786e-06	1.38648294283686e-05	2.07208157821371e-05	4.75861797440773e-08	0.0	0.0	2.94440785727175e-05	4.29541800403088e-08	3.78338124165921e-06	7.17441612281496e-07	1.16808480795032e-05
k_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Ruminococcaceae|g_Faecalibacterium|s_Faecalibacterium_prausnitzii_4_(cf._KLE1255)	9.16254917604873e-07	1.88272532116023e-06	3.33869129733528e-06	2.17928547562513e-05	6.77541742859123e-06	1.82170489127898e-06	7.58610809916028e-06	0.0	1.42356616566955e-07	0.0	0.0	0.0	1.0248646641855e-05	5.64463320620858e-07	5.68469726520307e-07	0.0	0.0	0.0	1.98397180981817e-05	2.74750317619626e-06	3.52370120445508e-08	2.15959968586248e-06	3.78672989114517e-07	6.94802944799324e-06
k_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Ruminococcaceae|g_Faecalibacterium|s_Faecalibacterium_prausnitzii_5	0.0	2.52481324847371e-05	2.35856046315242e-05	2.68041126473703e-05	6.7461228470313e-06	2.15665978364201e-05	7.59405304800706e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.13575440158016e-08	0.0	0.0	5.14067922154748e-08
k_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Ruminococcaceae|g_Faecalibacterium|s_Faecalibacterium_prausnitzii_6	2.44265725246499e-06	1.0389622122736e-06	0.0	1.18002221253103e-05	7.41223310691468e-07	8.68265106621555e-07	0.0	0.0	2.74448937383387e-06	0.0	0.0	0.0	1.15913492007959e-05	5.71345829399485e-06	0.0	0.0	0.0	0.0	0.0	5.04822381839321e-07	0.0	0.0	0.0	0.0
k_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Ruminococcaceae|g_Faecalibacterium|s_Faecalibacterium_prausnitzii_7	0.0	0.0	0.0	4.76960141803588e-07	6.96332242628171e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.44089514056242e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Ruminococcaceae|g_Faecalibacterium|s_Faecalibacterium_sp._CAG:74	1.1173504244071e-05	5.6441022111744e-06	2.11459250180025e-06	5.09946600515952e-08	2.96309784318503e-06	1.02742214916261e-05	1.20001805301379e-07	0.0	6.78566321849156e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.20844197018286e-07	0.0	0.0	1.23163584177266e-06	0.0
k_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Ruminococcaceae|g_Faecalibacterium|s_Faecalibacterium_sp._CAG:82	6.40816274280254e-08	3.5353597422935e-06	9.36126328041184e-07	1.24893801929993e-06	1.23636508301615e-06	2.09733850829837e-06	2.99533237331206e-06	0.0	0.0	0.0	0.0	0.0	1.40255584741698e-06	0.0	0.0	0.0	0.0	0.0	0.0	1.62688089742742e-06	0.0	0.0	7.59064112404474e-08	0.0
k_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Ruminococcaceae|g_Gemmiger|s_Gemmiger_formicilis	2.97513909693298e-05	8.98717910539976e-06	1.52788908204299e-05	6.19384939844925e-06	1.21090640577839e-05	9.05674193319574e-06	7.85062316835621e-06	0.0	2.50917643108941e-05	0.0	0.0	0.0	4.35980699207011e-06	1.17056406930822e-05	7.45618009480006e-06	5.2813559512251e-06	4.07842659922316e-08	0.0	0.0	9.21839873124097e-06	4.08756720592567e-08	0.0	8.89814279203465e-06	1.96833103952621e-06
k_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Ruminococcaceae|g_Negativibacillus|s_Negativibacillus_massiliensis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.60332955745153e-07	0.0	0.0	0.0	0.0
k_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Ruminococcaceae|g_Neglecta|s_Neglecta_timonensis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.69385186177477e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Ruminococcaceae|g_Phocea|s_Phocea_massiliensis	0.0	0.0	0.0	0.0	2.05325250776668e-08	0.0	0.0	0.0	5.91551233407396e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.71591248655435e-08	0.0	0.0
k_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Ruminococcaceae|g_Ruminiclostridium|s_Clostridium_leptum	0.0	5.24725252175793e-08	2.07809588718522e-07	8.98606436109218e-08	1.21092618896186e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.29544431603506e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.03811087710122e-06	0.0
k_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Ruminococcaceae|g_Ruminiclostridium|s_Eubacterium_siraeum	0.0	5.85579274047341e-07	1.1523326274246e-06	1.87117203606368e-07	0.0	1.9518977509874e-06	0.0	0.0	1.10582551138042e-07	0.0	0.0	0.0	0.0	0.0	2.92844194115257e-06	0.0	0.0	0.0	0.0	0.0	0.0	9.7295180506666e-07	0.0	0.0
k_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Ruminococcaceae|g_Ruminococcus|s_Ruminococcus_bicirculans	6.67863450639549e-07	2.15476398913459e-07	1.04195460815274e-06	0.0	0.0	1.65374294753244e-06	2.02508021654113e-06	6.6554729346975e-06	0.0	1.74567962840768e-06	0.0	0.0	0.0	0.0	0.0	3.07001059995996e-07	9.20620117170849e-06	0.0	5.23773002747482e-06	4.26266339774141e-06	0.0	2.5404253527687e-06	2.43279299929076e-06	0.0
k_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Ruminococcaceae|g_Ruminococcus|s_Ruminococcus_bromii_2	0.0	2.33599537907456e-05	1.03006551211422e-05	0.0	6.5964552649729e-08	2.62487370695793e-05	7.48720524021378e-06	0.0	5.13525502576206e-08	1.45739894084957e-06	0.0	4.51340133357506e-08	3.32269464910393e-06	2.31173699667782e-06	5.93416957332994e-06	0.0	8.23787446012258e-08	0.0	0.0	1.50638518618877e-06	0.0	2.57981444985826e-06	0.0	0.0
k_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Ruminococcaceae|g_Ruminococcus|s_Ruminococcus_callidus	2.95556558295151e-06	0.0	0.0	2.2604012425328e-06	5.00928318471921e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.71442949796182e-06	0.0	0.0	0.0	0.0	1.24449843444663e-06	0.0	0.0	4.38501627416269e-07	0.0
k_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridiales|f_Ruminococcaceae|g_Ruminococcus|s_Ruminococcus_faecis	1.12937667258814e-06	8.36354975426539e-06	6.01282211945208e-07	1.2888220050188e-06	1.59360210501195e-06	3.91848895934531e-06	2.82882727893737e-08	0.0	2.05771878787274e-05	0.0	0.0	0.0	2.64656588859143e-06	6.01516298828909e-06	0.0	0.0	0.0	0.0	0.0	8.04736172733414e-06	0.0	0.0	3.31319165654514e-06	7.20470321525832e-06
