,,0
oral Prevotella saccharolytica,oral SR1 bacterium human oral taxon HOT-345,0.7246135442610327
oral Prevotella saccharolytica,oral Selenomonas sp. oral taxon 138,0.809468701850429
oral Prevotella saccharolytica,oral Streptococcus sinensis,0.873074257782076
oral Prevotella saccharolytica,oral Treponema lecithinolyticum,0.6772067964487727
oral Prevotella saccharolytica,oral unclassified Centipeda,0.8234250587788847
oral Prevotella saccharolytica,oral unclassified Desulfovibrio,0.7676495513780878
oral Prevotella saccharolytica,oral unclassified Johnsonella,0.6830697880182979
oral Prevotella salivae,oral Actinomyces sp. oral taxon 181,0.6919263422213082
oral Prevotella salivae,oral Atopobium parvulum 2,0.812596195919838
oral Prevotella salivae,oral Megasphaera micronuciformis,0.8360204134825948
oral Prevotella salivae,oral Prevotella salivae,1.0
oral Prevotella salivae,oral Trueperella pyogenes,0.6955706506188258
oral Prevotella salivae,oral Veillonella atypica,0.6996152002091734
oral Prevotella salivae,oral unclassified Atopobium,0.760597154465888
oral Prevotella salivae,oral unclassified Solobacterium,0.6960510769956272
oral Prevotella scopos,gut Bacteroides fragilis 2,0.7130740328122925
oral Prevotella scopos,oral Prevotella scopos,1.0
oral Prevotella scopos,oral Staphylococcus aureus,0.6889020317000114
oral Prevotella scopos,oral unclassified Anaerolineaceae,0.6889020317000114
oral Prevotella scopos,oral unclassified Catonella,0.6889020317000114
oral Prevotella scopos,oral unclassified Tannerella,0.8234250587788847
oral Prevotella shahii,gut Alistipes sp. An31A,0.7735831619901314
oral Prevotella shahii,gut Bacteroides plebeius,0.7733526544925181
oral Prevotella shahii,gut Prevotella sp. KHD1 & AG:487_50_53 & CAG:487,0.7735831619901314
oral Prevotella shahii,gut unclassified Paraprevotella,0.7740441769853581
oral Prevotella shahii,oral Actinomyces oris 4,0.6891160062325695
oral Prevotella shahii,oral Actinomyces sp. Marseille-P3109,0.7951429121284173
oral Prevotella shahii,oral Candidatus Gracilibacteria bacterium GN02-873,0.7418883810683069
oral Prevotella shahii,oral Capnocytophaga sp. oral taxon 332,0.8989065560483313
oral Prevotella shahii,oral Prevotella shahii,1.0
oral Prevotella shahii,oral Streptococcus timonensis,0.7751967144734243
oral Prevotella shahii,oral Veillonella tobetsuensis,0.7749662069758111
oral Prevotella shahii,oral candidate division SR1 bacterium MGEHA,0.8985236352576823
oral Prevotella shahii,oral unclassified Bacteria,0.7749662069758111
oral Prevotella shahii,oral unclassified Peptoanaerobacter,0.7754272219710376
oral Prevotella sp. F0091,oral Prevotella sp. F0091,1.0
oral Prevotella sp. HJM029,gut Megasphaera elsdenii,0.6939856016359512
oral Prevotella sp. HJM029,oral Capnocytophaga sp. oral taxon 863,0.8734145049596995
oral Prevotella sp. HJM029,oral Lachnospiraceae bacterium oral taxon 096,0.8734145049596995
oral Prevotella sp. HJM029,oral Prevotella sp. HJM029,1.0
oral Prevotella sp. HJM029,oral Veillonella sp. DNF00869 & oral taxon 780,0.7187781804380692
oral Prevotella sp. oral taxon 306,oral Prevotella sp. oral taxon 306,1.0
oral Prevotella sp. oral taxon 317,oral Prevotella sp. oral taxon 317,1.0
oral Prevotella sp. oral taxon 473,oral Prevotella sp. oral taxon 473,1.0
oral Prevotella sp. oral taxon 473,oral Selenomonas sp. oral taxon 138,0.6939856016359512
oral Prevotella sp. oral taxon 473,oral unclassified Desulfovibrio,0.655999756435386
oral Prevotella veroralis,oral Corynebacterium matruchotii,0.6611605111890612
oral Prevotella veroralis,oral Prevotella veroralis,1.0
oral Prevotella veroralis,oral unclassified Candidatus Saccharibacteria,0.6675130853741217
oral Propionibacterium acidifaciens,oral Propionibacterium acidifaciens,0.9999999999999998
oral Pseudomonas aeruginosa,gut Proteus mirabilis,0.9999999999999999
oral Pseudomonas aeruginosa,oral Enterobacter xiangfangensis,0.7130740328122925
oral Pseudomonas aeruginosa,oral Pseudomonas aeruginosa,0.9999999999999999
oral Pseudopropionibacterium propionicum,oral Pseudopropionibacterium propionicum,0.9999999999999998
oral Pseudoramibacter alactolyticus,oral Phocaeicola abscessus,0.8130660462405652
oral Pseudoramibacter alactolyticus,oral Pseudoramibacter alactolyticus,0.9999999999999999
oral Pyramidobacter piscolens,oral Pyramidobacter piscolens,0.9999999999999999
oral Rothia aeria,oral Lautropia mirabilis,0.7244060866067795
oral Rothia aeria,oral Porphyromonas sp. oral taxon 278,0.6871000765836542
oral Rothia aeria,oral Rothia aeria,1.0
oral Rothia aeria,oral Streptococcus cristatus,0.6603852294898889
oral Rothia aeria,oral Streptococcus intermedius,0.6828300055763081
oral Rothia aeria,oral unclassified Capnocytophaga,0.6779682967795648
oral Rothia dentocariosa,oral Rothia dentocariosa,1.0
oral Rothia mucilaginosa 1,oral Rothia mucilaginosa 1,0.9999999999999998
oral Rothia mucilaginosa 2,oral Rothia mucilaginosa 2,1.0
oral Rothia sp. HMSC069C03 & sp. HMSC061E04,oral Rothia sp. HMSC069C03 & sp. HMSC061E04,0.9999999999999999
oral SR1 bacterium human oral taxon HOT-345,oral Prevotella saccharolytica,0.7246135442610326
oral SR1 bacterium human oral taxon HOT-345,oral SR1 bacterium human oral taxon HOT-345,1.0
oral Sanguibacter keddieii,gut Clostridium disporicum,0.8720535162492052
oral Sanguibacter keddieii,gut Firmicutes bacterium CAG:170,0.8417715174407076
oral Sanguibacter keddieii,gut Mitsuokella jalaludinii,0.872393763426829
oral Sanguibacter keddieii,gut Prevotella sp. 885,0.9996104402025712
oral Sanguibacter keddieii,gut Prevotella sp. CAG:732,0.7876004593507291
oral Sanguibacter keddieii,gut Prevotellamassilia timonensis,0.7876004593507291
oral Sanguibacter keddieii,gut Roseburia sp. CAG:471,0.873074257782076
oral Sanguibacter keddieii,gut Ruminococcus sp. UNK.MGS-30,0.6603162138405413
oral Sanguibacter keddieii,gut Succinatimonas sp. CAG:777,0.9999999999999999
oral Sanguibacter keddieii,gut unclassified Intestinibacter,0.6682336744381498
oral Sanguibacter keddieii,gut unclassified Libanicoccus,0.9988313206077133
oral Sanguibacter keddieii,oral Sanguibacter keddieii,0.9999999999999999
oral Scardovia inopinata,oral Scardovia inopinata,1.0
oral Scardovia wiggsiae,oral Scardovia wiggsiae,0.9999999999999998
oral Selenomonas artemidis,oral Selenomonas artemidis,1.0
oral Selenomonas flueggei,oral Colibacter massiliensis,0.6545618895509733
oral Selenomonas flueggei,oral Selenomonas flueggei,1.0
oral Selenomonas infelix,oral Selenomonas infelix,0.9999999999999998
oral Selenomonas massiliensis,oral Selenomonas massiliensis,0.9999999999999998
oral Selenomonas noxia,oral Selenomonas noxia,1.0
oral Selenomonas sp. F0473,oral Capnocytophaga haemolytica,0.7574294205052006
oral Selenomonas sp. F0473,oral Neisseria sp. oral taxon 020,0.7583209509658246
oral Selenomonas sp. F0473,oral Selenomonas sp. F0473,1.0
oral Selenomonas sp. Marseille-P3560 & sp. oral taxon 149,oral Prevotella histicola,0.6548010194334276
oral Selenomonas sp. Marseille-P3560 & sp. oral taxon 149,oral Selenomonas sp. Marseille-P3560 & sp. oral taxon 149,1.0
oral Selenomonas sp. oral taxon 126,oral Selenomonas sp. oral taxon 126,0.9999999999999999
oral Selenomonas sp. oral taxon 138,oral Leptotrichia sp. oral taxon 498,0.7130740328122925
oral Selenomonas sp. oral taxon 138,oral Prevotella saccharolytica,0.8094687018504291
oral Selenomonas sp. oral taxon 138,oral Prevotella sp. oral taxon 473,0.6939856016359512
oral Selenomonas sp. oral taxon 138,oral Selenomonas sp. oral taxon 138,1.0
oral Selenomonas sp. oral taxon 138,oral Streptococcus sinensis,0.7191913900847711
oral Selenomonas sp. oral taxon 892,gut Clostridium hylemonae,0.7130740328122925
oral Selenomonas sp. oral taxon 892,gut Clostridium sp. 27_14,0.7130740328122925
oral Selenomonas sp. oral taxon 892,gut Klebsiella michiganensis 2,0.6889020317000114
oral Selenomonas sp. oral taxon 892,gut Pseudoflavonifractor capillosus,0.7130740328122925
oral Selenomonas sp. oral taxon 892,oral Selenomonas sp. oral taxon 892,0.9999999999999999
oral Selenomonas sp. oral taxon 892,oral unclassified Propionibacteriales,0.9999999999999999
oral Selenomonas sp. oral taxon 920,oral Selenomonas sp. oral taxon 920,0.9999999999999999
oral Selenomonas sputigena,oral Selenomonas sputigena,0.9999999999999998
oral Selenomonas sputigena,oral unclassified Selenomonas,0.7483563712599381
oral Selenomonas sputigena,oral unclassified Treponema,0.6575636562802879
oral Shuttleworthia satelles,oral Anaeroglobus geminatus,0.6492406703735608
oral Shuttleworthia satelles,oral Shuttleworthia satelles,1.0
oral Slackia exigua,oral Anaeroglobus geminatus,0.6660413087806272
oral Slackia exigua,oral Olsenella sp. oral taxon 807,0.7068615147105706
oral Slackia exigua,oral Olsenella uli,0.7659761661178343
oral Slackia exigua,oral Oribacterium sp. oral taxon 078,0.6926558476262759
oral Slackia exigua,oral Parvimonas micra,0.6582951694081095
oral Slackia exigua,oral Slackia exigua,0.9999999999999998
oral Slackia exigua,oral unclassified Selenomonas,0.6914659665435767
oral Solobacterium moorei,oral Solobacterium moorei,1.0
oral Staphylococcus aureus,oral Anaerolineaceae bacterium oral taxon 439 W11661 / Chloroflexi bacterium oral taxon 439,0.7130740328122925
oral Staphylococcus aureus,oral Prevotella scopos,0.6889020317000114
oral Staphylococcus aureus,oral Staphylococcus aureus,0.9999999999999999
oral Staphylococcus aureus,oral unclassified Anaerolineaceae,0.9999999999999999
oral Staphylococcus aureus,oral unclassified Catonella,0.9999999999999999
oral Staphylococcus pasteuri 2,oral Granulicatella elegans,0.7784060710641425
oral Staphylococcus pasteuri 2,oral Staphylococcus pasteuri 2,0.9999999999999998
oral Staphylococcus pasteuri 2,oral unclassified Gemella,0.6399834049808897
oral Staphylococcus pasteuri 2,oral unclassified Granulicatella,0.6556369299495077
oral Stomatobaculum longum,oral Actinomyces sp. oral taxon 181,0.7180471123561819
oral Stomatobaculum longum,oral Atopobium parvulum 2,0.6604651214287695
oral Stomatobaculum longum,oral Megasphaera micronuciformis,0.7256600369660149
oral Stomatobaculum longum,oral Prevotella maculosa,0.6423708129693898
oral Stomatobaculum longum,oral Stomatobaculum longum,1.0
oral Stomatobaculum longum,oral Trueperella pyogenes,0.679435008932061
oral Streptococcus anginosus,oral Streptococcus anginosus,0.9999999999999998
oral Streptococcus australis,oral Fusobacterium periodonticum,0.7100462816136681
oral Streptococcus australis,oral Gemella sanguinis,0.6936873200213536
oral Streptococcus australis,oral Kingella denitrificans,0.6533276228073441
oral Streptococcus australis,oral Neisseria flavescens,0.6647464037805912
oral Streptococcus australis,oral Porphyromonas catoniae,0.8653599922194137
oral Streptococcus australis,oral Streptococcus australis,1.0
oral Streptococcus australis,oral unclassified Capnocytophaga,0.6712599158318125
oral Streptococcus australis,oral unclassified Chryseobacterium,0.703205288296993
oral Streptococcus constellatus subsp. pharyngis,oral Actinomyces meyeri,0.6456217876811832
oral Streptococcus constellatus subsp. pharyngis,oral Fretibacterium fastidiosum,0.6832100183128306
oral Streptococcus constellatus subsp. pharyngis,oral Mogibacterium timidum,0.743620127624467
oral Streptococcus constellatus subsp. pharyngis,oral Parvimonas micra,0.6502463557665731
oral Streptococcus constellatus subsp. pharyngis,oral Streptococcus constellatus subsp. pharyngis,1.0
oral Streptococcus constellatus subsp. pharyngis,oral Tannerella forsythia,0.6626787715850908
oral Streptococcus constellatus subsp. pharyngis,oral Treponema maltophilum,0.7599530315770354
oral Streptococcus constellatus subsp. pharyngis,oral unclassified Fusobacterium,0.7125059720637256
oral Streptococcus constellatus subsp. pharyngis,oral unclassified Selenomonas,0.6790560339742552
oral Streptococcus constellatus subsp. pharyngis,oral unclassified Synergistaceae,0.8195357672038219
oral Streptococcus cristatus,oral Aggregatibacter sp. oral taxon 458,0.7917150805530951
oral Streptococcus cristatus,oral Corynebacterium matruchotii,0.668863736714229
oral Streptococcus cristatus,oral Rothia aeria,0.6603852294898888
oral Streptococcus cristatus,oral Streptococcus cristatus,1.0
oral Streptococcus cristatus,oral Streptococcus intermedius,0.6456200245490662
oral Streptococcus gordonii,oral Streptococcus gordonii,0.9999999999999998
oral Streptococcus gordonii 2,oral Streptococcus gordonii 2,1.0
oral Streptococcus infantis 2,oral Streptococcus infantis 2,1.0
oral Streptococcus infantis 3,oral Streptococcus infantis 3,1.0
oral Streptococcus intermedius,oral Actinomyces sp. oral taxon 848 /  Actinomycetaceae bacterium BA112,0.6392051801249107
oral Streptococcus intermedius,oral Rothia aeria,0.6828300055763082
oral Streptococcus intermedius,oral Streptococcus cristatus,0.6456200245490662
oral Streptococcus intermedius,oral Streptococcus intermedius,1.0
oral Streptococcus mitis,oral Gemella haemolysans,0.6911482346146178
oral Streptococcus mitis,oral Streptococcus mitis,1.0
oral Streptococcus mitis,oral Streptococcus pneumoniae,0.8539694412802901
oral Streptococcus mutans,oral Streptococcus mutans,1.0
oral Streptococcus oralis,oral Streptococcus oralis,1.0
oral Streptococcus parasanguinis,oral Streptococcus parasanguinis,0.9999999999999998
oral Streptococcus parasanguinis,oral Veillonella atypica,0.6633763045260962
oral Streptococcus peroris,gut Clostridium sp. 28_17 & CAG:470,0.7950392480769409
oral Streptococcus peroris,gut Clostridium sp. CAG:299,0.6918307162055414
oral Streptococcus peroris,oral Alloprevotella rava,0.9996104402025712
oral Streptococcus peroris,oral Dialister micraerophilus,0.7246135442610327
oral Streptococcus peroris,oral Streptococcus peroris,0.9999999999999999
oral Streptococcus peroris,oral Streptococcus salivarius 2,0.6647000998837553
oral Streptococcus peroris,oral unclassified Caviibacter,0.7326587281645324
oral Streptococcus pneumoniae,oral Streptococcus mitis,0.8539694412802901
oral Streptococcus pneumoniae,oral Streptococcus pneumoniae,1.0
oral Streptococcus salivarius,oral Streptococcus salivarius,1.0
oral Streptococcus salivarius 2,gut Acinetobacter sp. N54.MGS-139 / Proteobacteria bacterium CAG:139,0.681939345671557
oral Streptococcus salivarius 2,gut Bacteroides sp. CAG:770,0.7076569090599165
oral Streptococcus salivarius 2,gut Parasutterella excrementihominis,0.6734610280709987
oral Streptococcus salivarius 2,gut Prevotella sp. P4-51 & PA-67 & P5-64 & P5-108 & CAG:474,0.7076569090599165
oral Streptococcus salivarius 2,oral Alloprevotella rava,0.6658305422304964
oral Streptococcus salivarius 2,oral Lactobacillus plantarum,0.7073742984732312
oral Streptococcus salivarius 2,oral Streptococcus peroris,0.6647000998837553
oral Streptococcus salivarius 2,oral Streptococcus salivarius 2,1.0
oral Streptococcus sanguinis,oral Streptococcus sanguinis,1.0
oral Streptococcus sinensis,oral Campylobacter concisus 3,0.6719507108726174
oral Streptococcus sinensis,oral Centipeda periodontii,0.718183740553699
oral Streptococcus sinensis,oral Jonquetella anthropi,0.6822091267049452
oral Streptococcus sinensis,oral Prevotella saccharolytica,0.8730742577820761
oral Streptococcus sinensis,oral Selenomonas sp. oral taxon 138,0.7191913900847712
oral Streptococcus sinensis,oral Streptococcus sinensis,1.0
oral Streptococcus sinensis,oral Treponema lecithinolyticum,0.7552578159298766
oral Streptococcus sinensis,oral unclassified Alloprevotella,0.6514977997876138
oral Streptococcus sinensis,oral unclassified Centipeda,0.7070017055070631
oral Streptococcus sinensis,oral unclassified Desulfovibrio,0.8844067006458269
oral Streptococcus sp. F0442,gut Alistipes sp. An31A,0.822828424917896
oral Streptococcus sp. F0442,gut Bacteroides plebeius,0.8218410801752316
oral Streptococcus sp. F0442,gut Prevotella sp. KHD1 & AG:487_50_53 & CAG:487,0.822828424917896
oral Streptococcus sp. F0442,gut unclassified Paraprevotella,0.8233220972892282
oral Streptococcus sp. F0442,oral Actinomyces oris 4,0.7345915351410346
oral Streptococcus sp. F0442,oral Streptococcus sp. F0442,1.0
oral Streptococcus sp. F0442,oral Streptococcus timonensis,0.8233220972892282
oral Streptococcus sp. F0442,oral Veillonella tobetsuensis,0.8208537354325673
oral Streptococcus sp. F0442,oral unclassified Bacteria,0.8225815887322299
oral Streptococcus sp. F0442,oral unclassified Parvimonas,0.6717580727831882
oral Streptococcus sp. F0442,oral unclassified Peptoanaerobacter,0.822828424917896
oral Streptococcus sp. F0442,oral unclassified Streptococcus,0.6721681189133778
oral Streptococcus thermophilus,oral Bifidobacterium animalis,0.6948120209293551
oral Streptococcus thermophilus,oral Streptococcus thermophilus,1.0
oral Streptococcus timonensis,gut Alistipes sp. An31A,0.9985141158989599
oral Streptococcus timonensis,gut Alistipes sp. CAG:268,0.6994750015074653
oral Streptococcus timonensis,gut Bacteroides plebeius,0.9976225854383359
oral Streptococcus timonensis,gut Eubacterium sp. CAG:192,0.6625677964977754
oral Streptococcus timonensis,gut Firmicutes bacterium CAG:238,0.6691930228338333
oral Streptococcus timonensis,gut Prevotella sp. CAG:1320,0.6691930228338333
oral Streptococcus timonensis,gut Prevotella sp. KHD1 & AG:487_50_53 & CAG:487,0.9985141158989599
oral Streptococcus timonensis,gut unclassified Erysipelatoclostridium,0.6822091267049452
oral Streptococcus timonensis,gut unclassified Paraprevotella,0.999108469539376
oral Streptococcus timonensis,gut unclassified Sutterella,0.6696062324805352
oral Streptococcus timonensis,oral Actinomyces oris 4,0.8996874469134268
oral Streptococcus timonensis,oral Candidatus Gracilibacteria bacterium GN02-872,0.6939856016359512
oral Streptococcus timonensis,oral Candidatus Gracilibacteria bacterium GN02-873,0.7314264487369986
oral Streptococcus timonensis,oral Lachnoanaerobaculum umeaense,0.6943988112826531
oral Streptococcus timonensis,oral Lachnospiraceae bacterium oral taxon 500,0.6943988112826531
oral Streptococcus timonensis,oral Prevotella shahii,0.7751967144734243
oral Streptococcus timonensis,oral Streptococcus sp. F0442,0.8233220972892281
oral Streptococcus timonensis,oral Streptococcus timonensis,1.0
oral Streptococcus timonensis,oral Veillonella tobetsuensis,0.9979197622585438
oral Streptococcus timonensis,oral unclassified Actinomycetaceae,0.747535814759832
oral Streptococcus timonensis,oral unclassified Bacteria,0.999108469539376
oral Streptococcus timonensis,oral unclassified Chlamydia,0.6822091267049452
oral Streptococcus timonensis,oral unclassified Lautropia,0.7044309127061507
oral Streptococcus timonensis,oral unclassified Parvimonas,0.8303569285807116
oral Streptococcus timonensis,oral unclassified Peptoanaerobacter,0.999702823179792
oral Streptococcus timonensis,oral unclassified Streptococcus,0.8306037647663778
oral Streptococcus vestibularis,gut Paraprevotella clara,0.6418421941309339
oral Streptococcus vestibularis,oral Streptococcus vestibularis,1.0
oral Tannerella forsythia,oral Campylobacter rectus,0.6647856933663276
oral Tannerella forsythia,oral Fretibacterium fastidiosum,0.6730970968809828
oral Tannerella forsythia,oral Mogibacterium timidum,0.7755874489939497
oral Tannerella forsythia,oral Parvimonas micra,0.6678317317832957
oral Tannerella forsythia,oral Prevotella dentalis == [Hallella] seregens,0.7717964824170492
oral Tannerella forsythia,oral Streptococcus constellatus subsp. pharyngis,0.6626787715850908
oral Tannerella forsythia,oral Tannerella forsythia,1.0
oral Tannerella forsythia,oral Treponema denticola,0.6927747063052409
oral Tannerella forsythia,oral Treponema maltophilum,0.686988083802491
oral Tannerella forsythia,oral [Eubacterium] nodatum,0.6864713822785796
oral Tannerella forsythia,oral unclassified Fusobacterium,0.7264111008226494
oral Tannerella forsythia,oral unclassified Selenomonas,0.6690278380851618
oral Tannerella forsythia,oral unclassified Synergistaceae,0.7666929527122414
oral Tannerella forsythia,oral unclassified Synergistales,0.8008133246444253
oral Tannerella forsythia,oral unclassified Treponema,0.672504677069374
oral Tannerella sp. oral taxon 808,oral Tannerella sp. oral taxon 808,1.0
oral Tannerella sp. oral taxon 808,oral [Eubacterium] infirmum,0.7274438473351427
oral Tannerella sp. oral taxon BU063,oral Eikenella corrodens,0.6534986547476724
oral Tannerella sp. oral taxon BU063,oral Gemella morbillorum,0.7320075515757329
oral Tannerella sp. oral taxon BU063,oral Tannerella sp. oral taxon BU063,1.0
oral Treponema denticola,oral Bacteroidetes oral taxon 274,0.7351452329216304
oral Treponema denticola,oral Campylobacter rectus,0.7073522520636395
oral Treponema denticola,oral Porphyromonas endodontalis,0.7621633721370257
oral Treponema denticola,oral Tannerella forsythia,0.6927747063052409
oral Treponema denticola,oral Treponema denticola,1.0
oral Treponema denticola,oral Treponema maltophilum,0.6930327766093087
oral Treponema denticola,oral [Eubacterium] nodatum,0.6989659134431253
oral Treponema denticola,oral [Eubacterium] saphenum,0.7832635251500374
oral Treponema denticola,oral unclassified Clostridiales,0.7210298864704302
oral Treponema lecithinolyticum,gut Clostridium sp. AT4,0.7452307397836992
oral Treponema lecithinolyticum,oral Filifactor alocis,0.6551498009391715
oral Treponema lecithinolyticum,oral Phocaeicola abscessus,0.7186387171206547
oral Treponema lecithinolyticum,oral Prevotella multiformis,0.7775935530414273
oral Treponema lecithinolyticum,oral Prevotella saccharolytica,0.6772067964487727
oral Treponema lecithinolyticum,oral Streptococcus sinensis,0.7552578159298766
oral Treponema lecithinolyticum,oral Treponema lecithinolyticum,1.0
oral Treponema lecithinolyticum,oral Treponema medium,0.8349722867870554
oral Treponema lecithinolyticum,oral [Eubacterium] saphenum,0.7155549868033851
oral Treponema lecithinolyticum,oral unclassified Desulfovibrio,0.8461113546651554
oral Treponema maltophilum,oral Actinomyces meyeri,0.659343919821013
oral Treponema maltophilum,oral Campylobacter rectus,0.6889179299903355
oral Treponema maltophilum,oral Desulfobulbus sp. ORNL & sp. oral taxon 041,0.6436422913735913
oral Treponema maltophilum,oral Fretibacterium fastidiosum,0.6530518673224404
oral Treponema maltophilum,oral Mogibacterium timidum,0.7509507489715738
oral Treponema maltophilum,oral Streptococcus constellatus subsp. pharyngis,0.7599530315770355
oral Treponema maltophilum,oral Tannerella forsythia,0.686988083802491
oral Treponema maltophilum,oral Treponema denticola,0.6930327766093087
oral Treponema maltophilum,oral Treponema maltophilum,0.9999999999999999
oral Treponema maltophilum,oral [Eubacterium] nodatum,0.6469411920700343
oral Treponema maltophilum,oral unclassified Fusobacterium,0.701482847927423
oral Treponema maltophilum,oral unclassified Synergistaceae,0.7278487658828023
oral Treponema maltophilum,oral unclassified Synergistales,0.6912508403561745
oral Treponema medium,oral Dialister micraerophilus,0.7350164576505951
oral Treponema medium,oral Phocaeicola abscessus,0.7052230212852614
oral Treponema medium,oral Prevotella multiformis,0.7660366580329216
oral Treponema medium,oral Treponema lecithinolyticum,0.8349722867870554
oral Treponema medium,oral Treponema medium,1.0
oral Treponema medium,oral [Eubacterium] saphenum,0.6853292884168453
oral Treponema medium,oral unclassified Caviibacter,0.8165837527082983
oral Treponema medium,oral unclassified Desulfovibrio,0.6716489740890764
oral Treponema socranskii subsp. socranskii ,oral Fretibacterium fastidiosum,0.6685820443272781
oral Treponema socranskii subsp. socranskii ,oral Treponema socranskii subsp. socranskii ,1.0
oral Treponema vincentii,oral Centipeda periodontii,0.7786591289546057
oral Treponema vincentii,oral Treponema vincentii,1.0
oral Treponema vincentii,oral unclassified Alloprevotella,0.7451327920027336
oral Treponema vincentii,oral unclassified Desulfovibrio,0.6701933880771187
oral Trueperella pyogenes,oral Actinomyces sp. oral taxon 181,0.8284804547848708
oral Trueperella pyogenes,oral Megasphaera micronuciformis,0.6905943733997312
oral Trueperella pyogenes,oral Prevotella salivae,0.6955706506188258
oral Trueperella pyogenes,oral Stomatobaculum longum,0.6794350089320609
oral Trueperella pyogenes,oral Trueperella pyogenes,1.0
oral Trueperella pyogenes,oral unclassified Atopobium,0.6759835047806522
oral Veillonella atypica,oral Atopobium parvulum 2,0.6635630432140891
oral Veillonella atypica,oral Campylobacter concisus 2,0.6480956473760434
oral Veillonella atypica,oral Megasphaera micronuciformis,0.7570952894484295
oral Veillonella atypica,oral Prevotella salivae,0.6996152002091734
oral Veillonella atypica,oral Streptococcus parasanguinis,0.6633763045260962
oral Veillonella atypica,oral Veillonella atypica,1.0
oral Veillonella denticariosi,gut Clostridium hylemonae,0.6889020317000114
oral Veillonella denticariosi,gut Clostridium sp. CAG:465,0.9999999999999999
oral Veillonella denticariosi,gut Enterobacter cloacae complex 'Hoffmann cluster IV',0.9999999999999999
oral Veillonella denticariosi,gut Pseudoflavonifractor capillosus,0.6889020317000114
oral Veillonella denticariosi,oral Veillonella denticariosi,0.9999999999999999
oral Veillonella dispar,oral Veillonella dispar,1.0
oral Veillonella infantium,oral Atopobium parvulum 2,0.6862560486676937
oral Veillonella infantium,oral Megasphaera micronuciformis,0.7856518923139147
oral Veillonella infantium,oral Veillonella infantium,0.9999999999999998
oral Veillonella parvula,oral Veillonella parvula,1.0
oral Veillonella rogosae,oral Veillonella rogosae,0.9999999999999998
oral Veillonella sp. DNF00869 & oral taxon 780,gut Clostridium clostridioforme 2,0.6889020317000114
oral Veillonella sp. DNF00869 & oral taxon 780,gut Enterobacter kobei,0.6889020317000114
oral Veillonella sp. DNF00869 & oral taxon 780,gut Enterobacter ludwigii,0.6889020317000114
oral Veillonella sp. DNF00869 & oral taxon 780,oral Capnocytophaga sp. oral taxon 863,0.8229519619338523
oral Veillonella sp. DNF00869 & oral taxon 780,oral Lachnospiraceae bacterium oral taxon 096,0.8229519619338523
oral Veillonella sp. DNF00869 & oral taxon 780,oral Prevotella sp. HJM029,0.7187781804380692
oral Veillonella sp. DNF00869 & oral taxon 780,oral Veillonella sp. DNF00869 & oral taxon 780,1.0
oral Veillonella sp. DNF00869 & oral taxon 780,oral unclassified Kingella,0.8229519619338523
oral Veillonella tobetsuensis,gut Alistipes sp. An31A,0.9973254086181279
oral Veillonella tobetsuensis,gut Alistipes sp. CAG:268,0.6990139865122389
oral Veillonella tobetsuensis,gut Bacteroides plebeius,0.9979197622585438
oral Veillonella tobetsuensis,gut Eubacterium sp. CAG:192,0.655597631533607
oral Veillonella tobetsuensis,gut Firmicutes bacterium CAG:238,0.6943988112826531
oral Veillonella tobetsuensis,gut Methanobrevibacter smithii 2,0.6397069204137786
oral Veillonella tobetsuensis,gut Prevotella sp. CAG:1320,0.6943988112826531
oral Veillonella tobetsuensis,gut Prevotella sp. KHD1 & AG:487_50_53 & CAG:487,0.9973254086181279
oral Veillonella tobetsuensis,gut unclassified Erysipelatoclostridium,0.7191913900847712
oral Veillonella tobetsuensis,gut unclassified Paraprevotella,0.9976225854383359
oral Veillonella tobetsuensis,gut unclassified Sutterella,0.6939856016359512
oral Veillonella tobetsuensis,oral Actinomyces oris 4,0.9010278632526899
oral Veillonella tobetsuensis,oral Candidatus Gracilibacteria bacterium GN02-872,0.7061752862136592
oral Veillonella tobetsuensis,oral Candidatus Gracilibacteria bacterium GN02-873,0.7583209509658246
oral Veillonella tobetsuensis,oral Lachnoanaerobaculum umeaense,0.7070017055070631
oral Veillonella tobetsuensis,oral Lachnospiraceae bacterium oral taxon 500,0.7070017055070631
oral Veillonella tobetsuensis,oral Prevotella shahii,0.7749662069758111
oral Veillonella tobetsuensis,oral Streptococcus sp. F0442,0.8208537354325673
oral Veillonella tobetsuensis,oral Streptococcus timonensis,0.9979197622585438
oral Veillonella tobetsuensis,oral Veillonella tobetsuensis,1.0
oral Veillonella tobetsuensis,oral unclassified Actinomycetaceae,0.7463832772717657
oral Veillonella tobetsuensis,oral unclassified Bacteria,0.999108469539376
oral Veillonella tobetsuensis,oral unclassified Chlamydia,0.7191913900847712
oral Veillonella tobetsuensis,oral unclassified Lautropia,0.7046614202037639
oral Veillonella tobetsuensis,oral unclassified Parvimonas,0.8296164200237133
oral Veillonella tobetsuensis,oral unclassified Peptoanaerobacter,0.9988112927191679
oral Veillonella tobetsuensis,oral unclassified Streptococcus,0.8288759114667151
oral Xylanimonas cellulosilytica,oral Actinomyces odontolyticus 2,0.7010724496031989
oral Xylanimonas cellulosilytica,oral Oribacterium sinus,0.6546459064419446
oral Xylanimonas cellulosilytica,oral Xylanimonas cellulosilytica,0.9999999999999998
oral [Eubacterium] brachy,oral Parvimonas micra,0.6873562781777985
